VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,TotalSalesQuantity,FreightCost
3924,HEAVEN HILL DISTILLERIES,6375,Christian Bros Dry Sherry,3.76,750.0,5.49,1761,6621.36,7175.43,9612.99,193.4,1751.0,14069.87
10754,PERFECTA WINES,25200,Le Prelat CdR Rouge,8.78,750.0,12.99,754,6620.12,3806.17,5406.97,44.6,403.0,28720.52
4425,MARTIGNETTI COMPANIES,45300,Hall Svgn Bl Napa,12.9,750.0,21.99,513,6617.7,6498.96,10441.11,54.22,489.0,144929.24
2000,SOUTHERN WINE & SPIRITS NE,12235,Murrieta's Well The Spur,13.99,750.0,24.99,473,6617.27,7200.78,10245.42,50.69,458.0,19016.59
10754,PERFECTA WINES,26355,Bleu de Mer Rose,8.78,750.0,12.99,753,6611.34,4702.38,9404.76,80.6,724.0,28720.52
9744,FREDERICK WILDMAN & SONS,2637,The Feathery Blended Scotch,39.12,750.0,56.99,169,6611.28,10923.44,15122.44,280.78,356.0,3999.93
5992,MCCORMICK DISTILLING CO,323,Tequila Rose Strawberry Gift,10.6,750.0,13.99,623,6603.8,6596.59,9698.52,510.7,648.0,1567.85
4425,MARTIGNETTI COMPANIES,24621,Cline Chard Sonoma Cst,5.88,750.0,15.99,1123,6603.24,8410.54,14122.12,120.71,1088.0,144929.24
90024,VINILANDIA USA,23366,DeWetshof Limestone Hl Chard,9.26,750.0,15.49,713,6602.38,5586.39,9177.07,65.75,593.0,2802.64
9552,M S WALKER INC,17219,Honoro Vera Garnacha Calatyd,6.45,750.0,9.99,1022,6591.9,6959.4,11493.07,121.38,1093.0,55551.82
9552,M S WALKER INC,20745,Kono Svgn Bl,7.94,750.0,11.99,829,6582.26,1980.47,10515.83,91.7,817.0,55551.82
4425,MARTIGNETTI COMPANIES,27520,Vargas Rioja Crianza,8.06,750.0,12.49,816,6576.96,986.71,1798.56,15.99,144.0,144929.24
10754,PERFECTA WINES,37387,Truchard Carneros Cab Svgn,21.37,750.0,30.99,307,6560.59,5162.36,7124.73,25.1,227.0,28720.52
9165,ULTRA BEVERAGE COMPANY LLP,23858,Pezzi King Znfdl Dry Creek,14.48,750.0,22.99,453,6559.44,3253.45,5898.19,31.27,281.0,68054.7
3252,E & J GALLO WINERY,21795,Canyon Rd Cab Svgn,3.24,750.0,4.79,2024,6557.76,723.29,9536.89,223.98,1991.0,61966.91
9552,M S WALKER INC,16460,Gerard Bertrand Pnt Nr Rsv,8.16,750.0,11.99,803,6552.48,5905.18,9456.26,85.84,774.0,55551.82
4425,MARTIGNETTI COMPANIES,13582,Merry Edwards Coopers Pnt Nr,54.6,750.0,82.99,120,6552.0,0.0,0.0,0.0,0.0,144929.24
10754,PERFECTA WINES,40837,JJ Prum Graacher Himel Rsl K,19.73,750.0,29.99,332,6550.36,4168.61,6237.92,23.01,208.0,28720.52
10754,PERFECTA WINES,35999,Fanal Madeira Full Rich,8.44,750.0,15.99,776,6549.44,7287.39,8989.08,76.32,692.0,28720.52
9165,ULTRA BEVERAGE COMPANY LLP,25185,Black Pearl Oro,12.24,750.0,19.99,535,6548.4,5457.69,8298.96,55.85,504.0,68054.7
5992,MCCORMICK DISTILLING CO,982,McCormick Long Island Iced,5.46,1000.0,6.99,1198,6541.08,3613.83,8248.2,1239.0,1180.0,1567.85
9165,ULTRA BEVERAGE COMPANY LLP,4401,Papa Pilar Double Barrel Rum,29.19,750.0,39.99,224,6538.56,6678.33,10597.35,208.96,265.0,68054.7
516,BANFI PRODUCTS CORP,20030,Trivento Rsv Cab Malbec,5.19,750.0,7.99,1259,6534.21,8158.15,12534.4,134.07,1210.0,8510.41
9552,M S WALKER INC,25592,Writer's Block 12 Lake Count,6.53,750.0,9.99,1000,6530.0,3796.2,8851.14,98.93,886.0,55551.82
9819,TREASURY WINE ESTATES,19055,Wolf Blass Yllw Lbl Cab Svgn,6.75,750.0,9.99,967,6527.25,6123.48,11210.76,113.78,1024.0,14836.57
90024,VINILANDIA USA,17957,Bluebird Pinot Noir,9.14,750.0,15.99,714,6525.96,6939.28,9959.21,75.12,679.0,2802.64
9165,ULTRA BEVERAGE COMPANY LLP,46829,Pacific Rim Yakima Gewurz,8.1,750.0,11.99,805,6520.5,7433.69,10237.32,96.01,868.0,68054.7
6785,PALM BAY INTERNATIONAL INC,26680,S A Prum Luminance Rsl Mosel,5.44,750.0,7.99,1198,6517.12,3723.34,7942.06,110.79,994.0,13605.41
660,SAZERAC NORTH AMERICA INC.,1889,El Toro Gold Tequila,5.5,1000.0,6.99,1184,6512.0,1590.01,9012.72,1184.4,1128.0,17932.33
10754,PERFECTA WINES,25638,Browne Family Vyds Tribute R,21.56,750.0,32.99,302,6511.12,4135.65,6455.9,23.27,210.0,28720.52
8352,LUXCO INC,5507,Arrow Blackberry Brandy,4.54,750.0,7.99,1434,6510.36,4749.23,10085.59,1134.79,1441.0,10261.6
1392,CONSTELLATION BRANDS INC,42212,Rex Goliath Pnt Grigio,4.07,750.0,7.99,1599,6507.93,5559.25,10563.38,184.9,1662.0,79528.99
10050,Russian Standard Vodka,3319,Imperia Russian Vodka,21.89,750.0,29.99,297,6501.33,2279.19,3952.61,109.5,139.0,732.6
9815,WINE GROUP INC,7485,M D 20/20,2.85,750.0,3.99,2279,6495.15,845.88,8993.46,1775.14,2254.0,27100.41
9552,M S WALKER INC,3861,Zhenka 100 Vodka Traveler,3.59,750.0,4.99,1809,6494.31,1412.17,4550.88,718.05,912.0,55551.82
9552,M S WALKER INC,18125,Laya Tinto Almansa,6.16,750.0,8.99,1054,6492.64,5252.28,9310.79,113.53,1021.0,55551.82
9165,ULTRA BEVERAGE COMPANY LLP,16778,Lange Willamette Chard,11.03,750.0,15.99,588,6485.64,6843.73,10751.29,74.38,671.0,68054.7
10000,MAJESTIC FINE WINES,21270,Kendall Jackson AVANT Svgn B,5.91,750.0,8.99,1097,6483.27,7220.58,11530.1,131.78,1190.0,17587.59
3924,HEAVEN HILL DISTILLERIES,8848,Deep Eddy Lemon Vodka,0.77,50.0,0.99,8413,6478.01,1885.95,6712.2,353.07,6780.0,14069.87
1587,VINEYARD BRANDS INC,31318,Ch de la Ragotiere Muscadet,7.58,750.0,10.99,853,6465.74,4147.42,8782.35,85.33,765.0,6070.09
4425,MARTIGNETTI COMPANIES,40538,Phillips Incognito Lodi Rd,10.8,750.0,15.99,598,6458.4,6830.73,8957.4,61.86,560.0,144929.24
8673,STE MICHELLE WINE ESTATES,10380,Santa Cristina Pnt Grigio,7.09,750.0,10.99,908,6437.72,3794.71,7543.08,71.43,642.0,15919.7
1128,BROWN-FORMAN CORP,2641,Jack Daniels SB-BTB Joe Bell,37.59,750.0,49.99,171,6427.89,349.93,8298.34,130.72,166.0,68601.68
9552,M S WALKER INC,2126,Kilchoman Sanaig Whiskey,53.56,750.0,74.99,120,6427.2,0.0,0.0,0.0,0.0,55551.82
9552,M S WALKER INC,1049,Old New England Pumpkin Nog,5.55,750.0,6.99,1156,6415.8,2809.98,8996.13,1013.41,1287.0,55551.82
3960,DIAGEO NORTH AMERICA INC,1263,The Cally 40 Yr Single Malt,916.02,750.0,1199.99,7,6412.14,2399.98,2399.98,1.58,2.0,257032.07
4425,MARTIGNETTI COMPANIES,22336,EnRoute Pnt Nr,36.18,750.0,54.99,177,6403.86,5229.06,11621.91,23.31,209.0,144929.24
1590,DIAGEO CHATEAU ESTATE WINES,18778,Once Upon A Vine Pnt Nr,6.62,750.0,9.99,967,6401.54,7321.37,10438.5,105.18,950.0,7259.75
4425,MARTIGNETTI COMPANIES,27193,Trefethen Dragon's Tooth Red,35.52,750.0,53.99,180,6393.6,1133.79,2159.6,4.45,40.0,144929.24
6213,MHW LTD,3799,La Pinta Pomegranate Liqueur,27.99,750.0,34.99,228,6381.72,174.95,244.93,5.51,7.0,9621.58
9165,ULTRA BEVERAGE COMPANY LLP,5640,Metcalf's Blueberry Liqueur,12.68,375.0,16.99,503,6378.04,2429.57,2871.31,66.09,169.0,68054.7
9552,M S WALKER INC,36510,Yalumba Y Series Shiraz Ausl,7.89,750.0,13.99,807,6367.23,6127.01,10281.6,93.3,840.0,55551.82
9815,WINE GROUP INC,17978,Calling All Angels Chard,5.47,750.0,7.99,1164,6367.08,5449.18,9963.53,138.63,1247.0,27100.41
4425,MARTIGNETTI COMPANIES,10935,Grgich Hills Merlot Napa,27.92,750.0,42.99,228,6365.76,5932.62,7953.15,20.45,185.0,144929.24
12546,JIM BEAM BRANDS COMPANY,17459,Skinnygirl Red Wine,6.07,750.0,8.99,1047,6355.29,5834.87,10560.9,123.38,1110.0,123880.97
9552,M S WALKER INC,3481,Citadelle Gin,16.29,750.0,24.99,390,6353.1,9861.09,13333.26,531.43,674.0,55551.82
9165,ULTRA BEVERAGE COMPANY LLP,17146,Honeymaker Dry Mead,9.08,750.0,14.99,699,6346.92,8885.39,11211.93,78.06,707.0,68054.7
8673,STE MICHELLE WINE ESTATES,31195,Northstar Merlot Columbia,17.53,750.0,26.99,362,6345.86,6475.8,9481.8,35.43,320.0,15919.7
4425,MARTIGNETTI COMPANIES,18617,Picket Fence Chard RRV,8.38,750.0,13.99,757,6343.66,6150.58,10204.69,81.09,731.0,144929.24
1128,BROWN-FORMAN CORP,8011,Pepe Lopez White,7.24,1000.0,9.99,876,6342.24,2717.28,8701.29,914.55,871.0,68601.68
4425,MARTIGNETTI COMPANIES,13113,Ch Beaucastel Coud Rouge,21.85,750.0,32.99,290,6336.5,4684.58,9303.18,31.34,282.0,144929.24
9165,ULTRA BEVERAGE COMPANY LLP,5644,Metcalf's Raspberry Liqueur,12.59,375.0,16.99,503,6332.77,4060.61,4944.09,113.91,291.0,68054.7
7153,PINE STATE TRADING CO,20662,Villa Jolanda Xmas Spumante,6.89,750.0,9.99,919,6331.91,2877.12,7692.3,86.08,770.0,15884.82
9165,ULTRA BEVERAGE COMPANY LLP,26491,Ch Paradis Rose Cotes D Prov,8.78,750.0,12.99,721,6330.38,5053.11,8716.29,74.48,671.0,68054.7
6785,PALM BAY INTERNATIONAL INC,27472,Secco-Bertani Verona,8.6,750.0,12.99,736,6329.6,5864.63,9939.59,82.24,741.0,13605.41
7153,PINE STATE TRADING CO,38263,Orleans Hill Syrah Lodi,6.16,750.0,9.99,1027,6326.32,5661.27,10394.58,115.8,1042.0,15884.82
2000,SOUTHERN WINE & SPIRITS NE,6624,Poli Sarpa Grappa,33.11,750.0,55.99,191,6324.01,10373.5,16252.05,43.87,395.0,19016.59
4380,CHARLES JACQUIN ET CIE INC,1111,Penn Dutch Egg Nog,5.07,750.0,6.99,1247,6322.29,4480.59,8604.69,969.49,1231.0,1675.39
4425,MARTIGNETTI COMPANIES,26768,Fire & Flood The Fire Pnt Nr,33.78,750.0,49.99,187,6316.86,2599.48,6298.74,14.05,126.0,144929.24
4425,MARTIGNETTI COMPANIES,24427,Plumpjack Est Cab Svgn,65.78,750.0,99.99,96,6314.88,2899.75,5567.52,5.34,48.0,144929.24
9165,ULTRA BEVERAGE COMPANY LLP,2733,GlenDronach Tawny Port 15 Yr,58.95,750.0,78.99,107,6307.65,12401.43,14139.21,141.27,179.0,68054.7
4425,MARTIGNETTI COMPANIES,23871,Duckhorn Chard Napa Vly,23.97,750.0,34.99,263,6304.11,5808.34,8537.56,26.97,244.0,144929.24
3252,E & J GALLO WINERY,14625,Bridlewood Pnt Nr,6.62,750.0,9.99,951,6295.62,1568.43,9520.47,106.97,953.0,61966.91
10754,PERFECTA WINES,26583,Billecart-Salmon Brut 02 N F,128.27,750.0,185.99,49,6285.23,1487.92,2417.87,1.44,13.0,28720.52
4692,KOBRAND CORPORATION,24666,Salviano Orvieto 13 Clsco,5.19,750.0,7.99,1211,6285.09,4833.95,9675.89,134.77,1211.0,9139.38
480,BACARDI USA INC,2863,The Deveron 12 Yr Scotch,34.34,750.0,44.99,183,6284.22,10462.76,11592.52,195.74,248.0,89286.27
4425,MARTIGNETTI COMPANIES,26492,Chene Bleu Rose,20.13,750.0,29.99,312,6280.56,3958.68,9146.95,34.03,305.0,144929.24
1392,CONSTELLATION BRANDS INC,47027,Marcus James Malbec Mendoza,5.29,1500.0,8.99,1187,6279.23,5520.15,9518.18,263.95,1182.0,79528.99
10754,PERFECTA WINES,17407,Ch La Mission 09 HB Pessac,522.87,750.0,829.99,12,6274.44,1599.98,10399.87,1.46,13.0,28720.52
7153,PINE STATE TRADING CO,23015,Marietta Clrs ARME Red,16.89,750.0,24.99,371,6266.19,2816.66,4015.11,20.93,189.0,15884.82
10754,PERFECTA WINES,26319,Steak House Cab Svgn,6.53,750.0,9.99,959,6262.27,3548.46,7094.91,79.01,709.0,28720.52
2000,SOUTHERN WINE & SPIRITS NE,30713,Ferrari-Carano Siena Sonoma,11.18,750.0,27.99,560,6260.8,8794.73,16782.78,91.47,822.0,19016.59
3252,E & J GALLO WINERY,15263,Bella Sera Moscato,7.71,1500.0,12.99,811,6252.81,5363.99,9910.18,185.9,832.0,61966.91
9165,ULTRA BEVERAGE COMPANY LLP,2025,J Seeds Apple Cider Whiskey,13.56,750.0,18.99,461,6251.16,6748.04,7501.6,347.21,440.0,68054.7
3960,DIAGEO NORTH AMERICA INC,868,Tanqueray Ten Gin,24.61,1000.0,31.99,254,6250.94,4959.48,9101.21,292.95,279.0,257032.07
10754,PERFECTA WINES,18664,Corvo Moscato Siciliarvo,6.57,750.0,9.99,949,6234.93,4389.62,8151.88,90.29,812.0,28720.52
4425,MARTIGNETTI COMPANIES,6987,Rosemount Shiraz/Cab Svgn,6.7,750.0,11.99,930,6231.0,6485.65,11326.87,123.58,1113.0,144929.24
4425,MARTIGNETTI COMPANIES,13065,P Michael L'Espirit Brdx,60.4,750.0,94.99,103,6221.2,5219.42,10798.8,13.4,120.0,144929.24
8150,SEA HAGG DISTILLERY LLC,4138,Sea Hagg Amber Rum,22.21,750.0,27.99,280,6218.8,7277.4,8956.8,252.44,320.0,935.52
10754,PERFECTA WINES,34388,Kesselstatt Rsl RK QbA Mosel,9.93,750.0,16.99,626,6216.18,5990.94,8358.32,62.9,568.0,28720.52
9165,ULTRA BEVERAGE COMPANY LLP,24827,J Phelps Insignia 2012,270.26,1500.0,399.99,23,6215.98,1599.96,3599.91,2.03,9.0,68054.7
4425,MARTIGNETTI COMPANIES,41348,Felino Vino Cobos Malbec,12.16,750.0,17.99,511,6213.76,5055.19,8815.1,54.45,490.0,144929.24
10754,PERFECTA WINES,25195,Ch Brane-Cantenac Margaux 01,71.42,750.0,109.99,87,6213.54,5939.46,8579.22,8.62,78.0,28720.52
9815,WINE GROUP INC,10175,Big House Birdman Pnt Grigio,5.19,750.0,7.99,1197,6212.43,4656.81,8567.64,126.28,1136.0,27100.41
4425,MARTIGNETTI COMPANIES,25730,Chappellet Chard Napa,19.35,750.0,29.99,321,6211.35,2549.15,4558.48,16.87,152.0,144929.24
2000,SOUTHERN WINE & SPIRITS NE,26560,Castello di Bossi Chianti Cl,10.8,750.0,15.99,575,6210.0,3677.7,6380.01,44.33,399.0,19016.59
9819,TREASURY WINE ESTATES,12234,Beringer Classic Svgn Bl,3.24,750.0,5.99,1916,6207.84,4805.71,10523.5,206.19,1850.0,14836.57
10754,PERFECTA WINES,36852,Frey Znfdl Organic Mendocino,9.58,750.0,13.99,648,6207.84,5874.69,9266.15,75.95,685.0,28720.52
9552,M S WALKER INC,1158,Old New England Choc Egg Nog,5.34,750.0,6.99,1162,6205.08,2481.45,8835.36,995.47,1264.0,55551.82
4425,MARTIGNETTI COMPANIES,35650,Penley Est Phoenix Cab Svgn,12.92,750.0,18.99,480,6201.6,4505.65,7869.9,45.53,410.0,144929.24
8735,SURVILLE ENTERPRISES CORP,6929,Marie Brizard Orange Curacao,13.33,750.0,19.99,465,6198.45,7808.31,10206.73,494.59,627.0,263.32
9552,M S WALKER INC,18909,Cryptic California Red,9.65,750.0,15.99,642,6195.3,5698.05,9351.54,71.72,646.0,55551.82
10754,PERFECTA WINES,12304,Pigmentum Rose Malbec Vigour,7.99,750.0,11.99,775,6192.25,4424.31,8321.06,77.18,694.0,28720.52
1392,CONSTELLATION BRANDS INC,45921,Estancia Svgn Bl Pinnacles,5.13,750.0,9.99,1207,6191.91,7222.4,13180.86,157.24,1414.0,79528.99
9552,M S WALKER INC,36371,McWilliams Hanwood Shiraz,6.84,750.0,11.99,905,6190.2,5946.34,9988.46,105.85,954.0,55551.82
7245,PROXIMO SPIRITS INC.,2716,Stranahans Diamond Peak,50.72,750.0,69.99,122,6187.84,7138.98,7908.87,89.2,113.0,38994.78
3252,E & J GALLO WINERY,6635,Gallo Twin Valley Hearty Bur,6.66,1500.0,9.99,929,6187.14,5384.68,9543.57,210.64,943.0,61966.91
9552,M S WALKER INC,26339,Ch Castel Maures 15 Rose Cuv,8.44,750.0,12.99,733,6186.52,4547.51,9147.97,78.22,703.0,55551.82
8673,STE MICHELLE WINE ESTATES,24265,Antinori Chianti Clsc Pepoli,14.09,750.0,22.99,439,6185.51,5907.5,10940.35,51.63,465.0,15919.7
10754,PERFECTA WINES,19489,Heavyweight Cab Svgn,7.84,750.0,11.99,788,6177.92,3658.19,7216.58,84.86,762.0,28720.52
9552,M S WALKER INC,24860,Mystos Longboard Vyd 13 Pnt,35.48,750.0,54.99,174,6173.52,2804.49,4179.24,8.44,76.0,55551.82
10754,PERFECTA WINES,19660,Red Sox Club Series Cab Svgn,13.24,750.0,19.99,466,6169.84,4909.51,9747.03,55.3,497.0,28720.52
7153,PINE STATE TRADING CO,17882,Dewatsuru Kimoto Junmai Sake,16.32,720.0,23.99,378,6168.96,8662.97,11248.41,50.33,459.0,15884.82
8892,TRINCHERO FAMILY ESTATES,39652,Sutter Home Pnt Grigio Cal,3.89,187.0,5.99,1583,6157.87,1874.87,9536.08,44.99,1592.0,11595.97
4425,MARTIGNETTI COMPANIES,25337,Ch Francs Brdx CdFrancs,11.18,750.0,16.99,550,6149.0,7628.51,12317.75,80.4,725.0,144929.24
9552,M S WALKER INC,27679,Henkell Brut,9.33,750.0,15.99,659,6148.47,4654.78,9085.74,69.62,626.0,55551.82
4425,MARTIGNETTI COMPANIES,22339,Heartland Spice Trader Sh/CS,9.08,750.0,15.99,677,6147.16,6367.03,9950.78,69.01,622.0,144929.24
10754,PERFECTA WINES,16968,Trentadue Znfdl Alex Vly,10.8,750.0,16.99,569,6145.2,6406.33,9342.67,59.01,533.0,28720.52
9819,TREASURY WINE ESTATES,42663,Beringer Fndr Est Pnt Grigio,5.8,750.0,8.99,1058,6136.4,7611.78,11221.27,118.88,1073.0,14836.57
9165,ULTRA BEVERAGE COMPANY LLP,3212,Crystal Head Vodka,75.75,1750.0,99.99,81,6135.75,5699.43,6199.38,114.04,62.0,68054.7
10754,PERFECTA WINES,33734,Hopler Pinot Noir Austria,11.61,750.0,19.99,528,6130.08,1411.22,2026.88,12.4,112.0,28720.52
7153,PINE STATE TRADING CO,22842,Corral De Peidra Cab Svgn,7.28,750.0,11.99,842,6129.76,5799.69,9196.54,93.79,846.0,15884.82
10754,PERFECTA WINES,13443,Villa des Anges Cab VDP D'Oc,9.65,750.0,13.99,635,6127.75,2216.17,3461.15,31.57,285.0,28720.52
2000,SOUTHERN WINE & SPIRITS NE,25043,Bully Hill Goat Wh Semi-Dry,5.74,750.0,8.99,1067,6124.58,3307.49,9643.8,113.97,1020.0,19016.59
1392,CONSTELLATION BRANDS INC,39600,R M Woodbridge Merlot Cal,4.54,187.0,7.99,1349,6124.46,5326.25,10054.28,36.9,1272.0,79528.99
90024,VINILANDIA USA,10470,Easton Amador Cnty Znfdl,11.4,750.0,18.99,537,6121.8,7680.69,10616.04,65.88,596.0,2802.64
9165,ULTRA BEVERAGE COMPANY LLP,31345,Cecchi Cern Chianti Clsc RSV,15.64,750.0,22.99,391,6115.24,5227.71,8157.42,39.66,358.0,68054.7
7153,PINE STATE TRADING CO,3350,Ice Fox Vodka,12.3,750.0,15.99,497,6113.1,2498.0,6569.4,441.05,560.0,15884.82
9552,M S WALKER INC,46554,Atteca Garnacha Old Vines,9.39,750.0,13.99,651,6112.89,6499.9,10674.26,74.77,674.0,55551.82
9165,ULTRA BEVERAGE COMPANY LLP,25609,Wilson Winery Znfdl,16.43,750.0,23.99,371,6095.53,3643.15,6187.91,34.31,309.0,68054.7
9165,ULTRA BEVERAGE COMPANY LLP,2384,Old Tahoe Straight Rye,31.24,750.0,39.99,195,6091.8,4306.56,10220.52,274.21,348.0,68054.7
4425,MARTIGNETTI COMPANIES,21058,Ayala Brut Majeur,30.61,750.0,44.99,199,6091.39,5455.77,8117.15,20.5,185.0,144929.24
516,BANFI PRODUCTS CORP,11932,Castello Banfi Belnero Prop,18.29,750.0,32.99,333,6090.57,6111.36,8887.39,34.43,311.0,8510.41
4425,MARTIGNETTI COMPANIES,24299,Rosemount Diamond Merlot,5.88,750.0,8.99,1034,6079.92,6950.42,10800.19,130.85,1181.0,144929.24
90024,VINILANDIA USA,44733,Casa Liliana Good Chianti,5.19,750.0,10.99,1171,6077.49,5281.96,10012.67,125.89,1133.0,2802.64
4425,MARTIGNETTI COMPANIES,26870,Olivier Chanzy Meursault,38.95,750.0,59.99,156,6076.2,2699.55,5339.11,9.9,89.0,144929.24
4425,MARTIGNETTI COMPANIES,23194,Gary Farrell RRV Chard,21.19,750.0,31.99,286,6060.34,3053.07,5683.26,19.35,174.0,144929.24
4425,MARTIGNETTI COMPANIES,26769,Fire & Flood The Flood Pnt N,33.11,750.0,49.99,183,6059.13,3649.27,7498.5,16.69,150.0,144929.24
10754,PERFECTA WINES,36138,Renzo Masi Chianti Rufina,7.38,750.0,10.99,821,6058.98,6522.34,9448.83,90.52,817.0,28720.52
2000,SOUTHERN WINE & SPIRITS NE,41222,C Krug Svgn Bl Napa,10.32,750.0,19.99,586,6047.52,5361.78,9075.53,60.66,547.0,19016.59
516,BANFI PRODUCTS CORP,13837,C Y Toro Frontera Pnt Grigio,5.73,1500.0,8.99,1054,6039.42,5883.82,9999.47,234.92,1053.0,8510.41
9552,M S WALKER INC,31045,Presidential 20-Yr Tawny Dec,39.47,750.0,64.99,153,6038.91,6828.89,8658.6,15.46,140.0,55551.82
6785,PALM BAY INTERNATIONAL INC,29118,Santa Rita RSV Merlot,6.8,750.0,10.99,888,6038.4,6039.25,11285.27,119.36,1073.0,13605.41
90051,FULCHINO VINEYARD INC,24024,Fulchino Vyds Barbera Red,13.69,750.0,19.99,441,6037.29,5277.36,7636.18,42.3,382.0,54.91
10754,PERFECTA WINES,36080,Ch La Mission Haut Brion 10,134.01,750.0,274.99,45,6030.45,3545.82,9849.5,5.6,50.0,28720.52
2000,SOUTHERN WINE & SPIRITS NE,19464,Flagstone Noon Gun White,4.72,750.0,6.99,1277,6027.44,4005.27,8926.23,142.4,1277.0,19016.59
1392,CONSTELLATION BRANDS INC,23959,Thorn Napa Valley Merlot,26.52,750.0,38.99,227,6020.04,3002.23,5380.62,15.39,138.0,79528.99
9165,ULTRA BEVERAGE COMPANY LLP,23853,Matrix Pnt Nr RRV,18.24,750.0,26.99,330,6019.2,3859.42,5310.82,24.14,218.0,68054.7
9552,M S WALKER INC,16557,Arrowood Cab Svgn Sonoma Vly,19.99,750.0,29.99,301,6016.99,3962.65,8667.01,33.32,299.0,55551.82
516,BANFI PRODUCTS CORP,34635,Riunite Lambrusco Rose,5.29,1500.0,8.99,1137,6014.73,5532.64,10190.24,262.62,1176.0,8510.41
4692,KOBRAND CORPORATION,16889,The Seeker Malbec,7.79,750.0,11.99,771,6006.09,5815.2,9318.29,85.49,771.0,9139.38
9165,ULTRA BEVERAGE COMPANY LLP,10731,A Bichot Chard Bourgogne,9.99,750.0,15.99,601,6003.99,5214.67,7452.23,52.76,477.0,68054.7
10754,PERFECTA WINES,25198,Ch Fombrauge Le Cadran de Fo,17.76,750.0,26.99,338,6002.88,3886.56,5209.07,21.33,193.0,28720.52
4692,KOBRAND CORPORATION,12271,Caposaldo Prosecco Brut,8.66,750.0,14.99,693,6001.38,5301.97,9137.04,77.3,696.0,9139.38
1128,BROWN-FORMAN CORP,996,Herradura Seleccion Suprema,222.21,750.0,299.99,27,5999.67,4499.85,4499.85,11.85,15.0,68601.68
4425,MARTIGNETTI COMPANIES,27097,Vieux Telegraphe Chtnf Pape,51.72,750.0,88.99,116,5999.52,7349.02,12673.31,18.76,169.0,144929.24
9552,M S WALKER INC,5508,Signatory Highland Park 99,99.99,750.0,129.99,60,5999.4,1689.87,2469.81,14.98,19.0,55551.82
4425,MARTIGNETTI COMPANIES,17326,The Calling Cab Svgn Rio Lgo,16.89,750.0,24.99,355,5995.95,4898.04,8721.51,38.77,349.0,144929.24
4425,MARTIGNETTI COMPANIES,21381,Barkan Clsc Cab Svgn,9.03,750.0,13.99,664,5995.92,5428.12,9121.48,72.36,652.0,144929.24
516,BANFI PRODUCTS CORP,7371,Placido Sangiovese Primever,7.14,1500.0,12.99,839,5990.46,5186.59,10294.31,194.11,869.0,8510.41
90047,CRUSH WINES,19041,The Path Cab Svgn,6.62,750.0,10.99,904,5984.48,7883.94,10335.7,102.76,930.0,1457.73
12546,JIM BEAM BRANDS COMPANY,4044,Calico Jack Mango Rum,9.62,1750.0,12.99,622,5983.64,9018.57,15592.14,2363.45,1286.0,123880.97
3252,E & J GALLO WINERY,12589,Canyon Rd Pnt Grigio,3.09,750.0,4.79,1935,5979.15,977.16,9704.54,227.77,2026.0,61966.91
3924,HEAVEN HILL DISTILLERIES,4824,Deep Eddy Sweet Tea Vodka,14.72,750.0,18.99,406,5976.32,4972.25,7229.0,315.22,400.0,14069.87
9552,M S WALKER INC,11003,Klinker Brick Farrah Syrah,11.25,750.0,18.99,531,5973.75,3131.21,7315.84,46.42,416.0,55551.82
4425,MARTIGNETTI COMPANIES,15901,Merry Edwards Georg Pnt Nr,49.67,750.0,75.99,120,5960.4,79.99,79.99,0.11,1.0,144929.24
3960,DIAGEO NORTH AMERICA INC,8447,Studebaker Old Fashioned RTD,16.92,750.0,23.99,352,5955.84,7439.19,10625.43,439.24,557.0,257032.07
4425,MARTIGNETTI COMPANIES,23249,Rosemount Gewurz/Rsl,6.57,750.0,9.99,905,5945.85,4163.98,9045.22,97.81,878.0,144929.24
9552,M S WALKER INC,16896,Nicolas Catena Zapata Mendza,71.42,750.0,109.99,83,5927.86,4429.59,7509.31,7.66,69.0,55551.82
9552,M S WALKER INC,43900,Clio Jumilla Red,31.03,750.0,44.99,191,5926.73,2789.38,7513.33,18.67,167.0,55551.82
9165,ULTRA BEVERAGE COMPANY LLP,15334,Brotte La Griveliere CDR,6.07,750.0,9.99,976,5924.32,5779.09,9872.88,112.4,1012.0,68054.7
480,BACARDI USA INC,4237,Havana Club Anejo Blanco Rum,0.76,50.0,0.99,7776,5909.76,1443.42,3527.37,184.12,3563.0,89286.27
4425,MARTIGNETTI COMPANIES,37158,Montes RSV Colchagua Malbec,8.49,750.0,12.99,696,5909.04,5546.73,9157.95,78.26,705.0,144929.24
1392,CONSTELLATION BRANDS INC,42275,Blackstone Merlot Cal,12.9,1500.0,19.99,458,5908.2,5977.01,8655.67,96.38,433.0,79528.99
10754,PERFECTA WINES,6598,Cinnaster Shine,24.61,750.0,31.99,240,5906.4,441.86,441.86,11.06,14.0,28720.52
4425,MARTIGNETTI COMPANIES,41983,Ridge Znfdl Paso Robles,20.4,750.0,29.99,289,5895.6,4412.62,8485.34,29.6,266.0,144929.24
1392,CONSTELLATION BRANDS INC,13899,Hogue Genesis Meritage,10.45,750.0,15.99,564,5893.8,6721.98,9212.5,60.76,550.0,79528.99
